word,neg_tf,bdc,neg_tf_bdc
车友会,4.16,0.15,0.62
爱车,4.16,0.15,0.62
中庸,12.47,0.05,0.61
现车,4.16,0.15,0.61
对比,24.94,0.02,0.6
它们,16.63,0.04,0.6
牌子,16.63,0.04,0.6
连,16.63,0.04,0.6
帮助,16.63,0.04,0.6
终于,8.31,0.07,0.6
真正,8.31,0.07,0.6
坚持,8.31,0.07,0.6
性格,4.16,0.14,0.6
台,4.16,0.15,0.6
日本,4.16,0.14,0.6
屏幕,4.16,0.14,0.6
配色,4.16,0.14,0.6
雷达,20.78,0.03,0.59
高达,12.47,0.05,0.59
走量,4.16,0.14,0.59
直观,4.16,0.14,0.59
真实,4.16,0.14,0.59
展车,4.16,0.14,0.59
原有,4.16,0.14,0.59
雨天,4.16,0.14,0.59
逾,4.16,0.14,0.59
应付,4.16,0.14,0.59
夏利车,4.16,0.14,0.59
勿,4.16,0.14,0.59
外地,4.16,0.14,0.59
停留,4.16,0.14,0.59
谈到,4.16,0.14,0.59
耍,4.16,0.14,0.59
视,4.16,0.14,0.59
试图,4.16,0.14,0.59
实车,4.16,0.14,0.59
上坡,4.16,0.14,0.59
撒,4.16,0.14,0.59
任,4.16,0.14,0.59
全都,4.16,0.14,0.59
强于,4.16,0.14,0.59
强行,4.16,0.14,0.59
欠缺,4.16,0.14,0.59
平常,4.16,0.14,0.59
扭,4.16,0.14,0.59
年限,4.16,0.14,0.59
年轻化,4.16,0.14,0.59
乃至,4.16,0.14,0.59
哪家,4.16,0.14,0.59
勉强,4.16,0.14,0.59
没开,4.16,0.14,0.59
喽,4.16,0.14,0.59
流水,4.16,0.14,0.59
拉花,4.16,0.14,0.59
困难,4.16,0.14,0.59
口号,4.16,0.14,0.59
开着,4.16,0.14,0.59
脚步,4.16,0.14,0.59
后视,4.16,0.14,0.59
告别,4.16,0.14,0.59
高逼格,4.16,0.14,0.59
风扇,4.16,0.14,0.59
断,4.16,0.14,0.59
电源,4.16,0.14,0.59
的么,4.16,0.14,0.59
打出,4.16,0.14,0.59
不温不火,4.16,0.14,0.59
并不大,4.16,0.14,0.59
本质,4.16,0.14,0.59
纯,12.47,0.05,0.58
专业,8.31,0.07,0.58
小型,8.31,0.07,0.58
中意,4.16,0.14,0.58
这块,4.16,0.14,0.58
体会,4.16,0.14,0.58
行李箱,4.16,0.14,0.58
海外,4.16,0.14,0.58
一体,8.31,0.07,0.57
相对,8.31,0.07,0.57
为啥,8.31,0.07,0.57
网络,8.31,0.07,0.57
综合性,4.16,0.14,0.57
轴,4.16,0.14,0.57
直喷,4.16,0.14,0.57
细分,4.16,0.14,0.57
雾,4.16,0.14,0.57
所用,4.16,0.14,0.57
顺眼,4.16,0.14,0.57
沈阳,4.16,0.14,0.57
舍得,4.16,0.14,0.57
锐利,4.16,0.14,0.57
软件,4.16,0.14,0.57
热卖,4.16,0.14,0.57
取向,4.16,0.14,0.57
摸,4.16,0.14,0.57
秒杀,4.16,0.14,0.57
联合,4.16,0.14,0.57
矿泉水,4.16,0.14,0.57
核心技术,4.16,0.14,0.57
格外,4.16,0.14,0.57
对称,4.16,0.14,0.57
背感,4.16,0.14,0.57
关注,29.1,0.02,0.56
竞争对手,20.78,0.03,0.56
对手,12.47,0.05,0.56
懂,12.47,0.05,0.56
基本上,8.31,0.07,0.56
总得来说,4.16,0.13,0.56
占优势,4.16,0.13,0.56
早点,4.16,0.13,0.56
语音,4.16,0.13,0.56
炫耀,4.16,0.13,0.56
心态,4.16,0.13,0.56
心里,4.16,0.13,0.56
细微,4.16,0.13,0.56
握,4.16,0.13,0.56
外界,4.16,0.13,0.56
饰板,4.16,0.13,0.56
起初,4.16,0.13,0.56
飘,4.16,0.13,0.56
偏软,4.16,0.13,0.56
明智,4.16,0.13,0.56
名列前茅,4.16,0.13,0.56
门窗,4.16,0.13,0.56
劣势,4.16,0.13,0.56
可观,4.16,0.13,0.56
花钱,4.16,0.13,0.56
航空,4.16,0.13,0.56
断轴,4.16,0.13,0.56
电子产品,4.16,0.13,0.56
底气,4.16,0.13,0.56
储备,4.16,0.13,0.56
部位,4.16,0.13,0.56
买车,49.88,0.01,0.55
先,37.41,0.01,0.55
老婆,29.1,0.02,0.55
入手,20.78,0.03,0.55
变速器,12.47,0.04,0.55
世纪,8.31,0.07,0.55
上面,8.31,0.07,0.55
切换,4.16,0.13,0.55
较高,4.16,0.13,0.55
行李厢,4.16,0.13,0.55
主要,33.25,0.02,0.54
深,12.47,0.04,0.54
欧洲,12.47,0.04,0.54
难,12.47,0.04,0.54
驾车,12.47,0.04,0.54
之下,8.31,0.07,0.54
广大,8.31,0.07,0.54
动车,8.31,0.07,0.54
大约,8.31,0.07,0.54
穿,8.31,0.07,0.54
摆脱,8.31,0.07,0.54
空气,4.16,0.13,0.54
混,4.16,0.13,0.54
很快,4.16,0.13,0.54
音响,33.25,0.02,0.53
客户,16.63,0.03,0.53
豪车,12.47,0.04,0.53
车载,8.31,0.06,0.53
改灯,4.16,0.13,0.53
国产车,16.63,0.03,0.52
至今,8.31,0.06,0.52
尾翼,8.31,0.06,0.52
理想,8.31,0.06,0.52
极,8.31,0.06,0.52
积极,8.31,0.06,0.52
大件,8.31,0.06,0.52
从来,8.31,0.06,0.52
平行,4.16,0.13,0.52
脚垫,4.16,0.13,0.52
博,4.16,0.13,0.52
路,41.56,0.01,0.51
国人,12.47,0.04,0.51
定,12.47,0.04,0.51
随后,8.31,0.06,0.51
收,8.31,0.06,0.51
宽度,8.31,0.06,0.51
其实,70.66,0.01,0.5
一切,16.63,0.03,0.5
正,8.31,0.06,0.5
开发,8.31,0.06,0.5
应用,4.16,0.12,0.5
移动,4.16,0.12,0.5
胎压,4.16,0.12,0.5
奢华,4.16,0.12,0.5
区别,4.16,0.12,0.5
木,4.16,0.12,0.5
范,4.16,0.12,0.5
约,12.47,0.04,0.49
引起,8.31,0.06,0.49
排气,8.31,0.06,0.49
盖,8.31,0.06,0.49
定金,8.31,0.06,0.49
挡风玻璃,8.31,0.06,0.49
此,4.16,0.12,0.49
重新,16.63,0.03,0.48
语言,8.31,0.06,0.48
位于,8.31,0.06,0.48
排名,8.31,0.06,0.48
用来,4.16,0.12,0.48
夏天,4.16,0.12,0.48
行李架,4.16,0.12,0.48
德系,4.16,0.12,0.48
部件,4.16,0.12,0.48
呀,16.63,0.03,0.47
谈,16.63,0.03,0.47
意大利,8.31,0.06,0.47
图片,4.16,0.11,0.47
手动挡,4.16,0.11,0.47
明星,4.16,0.11,0.47
继承,4.16,0.11,0.47
曾,4.16,0.11,0.47
找,24.94,0.02,0.46
缸,12.47,0.04,0.46
总成,8.31,0.05,0.46
阻挡,4.16,0.11,0.46
主驾,4.16,0.11,0.46
中段,4.16,0.11,0.46
在家,4.16,0.11,0.46
音,4.16,0.11,0.46
心脏,4.16,0.11,0.46
心疼,4.16,0.11,0.46
套娃,4.16,0.11,0.46
抬头,4.16,0.11,0.46
舒适感,4.16,0.11,0.46
稍差,4.16,0.11,0.46
上升,4.16,0.11,0.46
杀,4.16,0.11,0.46
色调,4.16,0.11,0.46
三代,4.16,0.11,0.46
任性,4.16,0.11,0.46
忍,4.16,0.11,0.46
前前后后,4.16,0.11,0.46
哦,4.16,0.11,0.46
农村,4.16,0.11,0.46
冒,4.16,0.11,0.46
满大街,4.16,0.11,0.46
马达,4.16,0.11,0.46
流,4.16,0.11,0.46
领,4.16,0.11,0.46
脸上,4.16,0.11,0.46
拉力赛,4.16,0.11,0.46
拉力,4.16,0.11,0.46
交通事故,4.16,0.11,0.46
换上,4.16,0.11,0.46
华丽,4.16,0.11,0.46
花费,4.16,0.11,0.46
厚重,4.16,0.11,0.46
嘿嘿,4.16,0.11,0.46
合同,4.16,0.11,0.46
供应,4.16,0.11,0.46
工人,4.16,0.11,0.46
费,4.16,0.11,0.46
当日,4.16,0.11,0.46
出过,4.16,0.11,0.46
车用,4.16,0.11,0.46
车能,4.16,0.11,0.46
别说,4.16,0.11,0.46
标签,4.16,0.11,0.46
奔驰车,4.16,0.11,0.46
爆,4.16,0.11,0.46
系,20.78,0.02,0.45
事,12.47,0.04,0.45
身上,12.47,0.04,0.45
吸气,8.31,0.05,0.45
连杆,8.31,0.05,0.45
可见,8.31,0.05,0.45
接下来,4.16,0.11,0.45
范围,4.16,0.11,0.45
本次,4.16,0.11,0.45
谁,33.25,0.01,0.44
电脑,16.63,0.03,0.44
只要,8.31,0.05,0.44
想象,8.31,0.05,0.44
环比,8.31,0.05,0.44
主打,4.16,0.11,0.44
原装,4.16,0.11,0.44
向前,4.16,0.11,0.44
为主,4.16,0.11,0.44
视线,4.16,0.11,0.44
前行,4.16,0.11,0.44
利器,4.16,0.11,0.44
哭,4.16,0.11,0.44
江苏,4.16,0.11,0.44
很稳,4.16,0.11,0.44
发动机舱,4.16,0.11,0.44
参加,4.16,0.11,0.44
表明,4.16,0.11,0.44
之后,49.88,0.01,0.43
跑车,20.78,0.02,0.43
舒适版,16.63,0.03,0.43
开启,16.63,0.03,0.43
瞬间,8.31,0.05,0.43
生产线,8.31,0.05,0.43
飞,8.31,0.05,0.43
享,4.16,0.1,0.43
名字,4.16,0.1,0.43
当中,4.16,0.1,0.43
时间,49.88,0.01,0.42
其他,49.88,0.01,0.42
赞助,8.31,0.05,0.42
要说,8.31,0.05,0.42
要是,8.31,0.05,0.42
停,8.31,0.05,0.42
略,8.31,0.05,0.42
到底,8.31,0.05,0.42
必要,8.31,0.05,0.42
统一,4.16,0.1,0.42
差异,4.16,0.1,0.42
装,12.47,0.03,0.41
过去,12.47,0.03,0.41
之家,8.31,0.05,0.41
案例,8.31,0.05,0.41
推,4.16,0.1,0.41
共,4.16,0.1,0.41
感谢,4.16,0.1,0.41
自主,33.25,0.01,0.4
以下,16.63,0.02,0.4
之间,12.47,0.03,0.4
那样,12.47,0.03,0.4
加价,12.47,0.03,0.4
订,12.47,0.03,0.4
外面,8.31,0.05,0.4
韩,8.31,0.05,0.4
顾问,8.31,0.05,0.4
我国,4.16,0.1,0.4
添加,4.16,0.1,0.4
全款,4.16,0.1,0.4
年初,4.16,0.1,0.4
来到,4.16,0.1,0.4
车市,4.16,0.1,0.4
重点,12.47,0.03,0.39
哪里,12.47,0.03,0.39
曾经,8.31,0.05,0.39
中型车,4.16,0.09,0.39
之上,4.16,0.09,0.39
整备,4.16,0.09,0.39
照样,4.16,0.09,0.39
消失,4.16,0.09,0.39
西藏,4.16,0.09,0.39
外国,4.16,0.09,0.39
说好,4.16,0.09,0.39
闪烁,4.16,0.09,0.39
楼下,4.16,0.09,0.39
开惯,4.16,0.09,0.39
划分,4.16,0.09,0.39
福特车,4.16,0.09,0.39
仿,4.16,0.09,0.39
代言,4.16,0.09,0.39
窗户,4.16,0.09,0.39
保护,4.16,0.09,0.39
们,29.1,0.01,0.38
叫,29.1,0.01,0.38
或,29.1,0.01,0.38
想要,12.47,0.03,0.38
行业,8.31,0.05,0.38
转向灯,4.16,0.09,0.38
精品,4.16,0.09,0.38
介入,4.16,0.09,0.38
即便,4.16,0.09,0.38
诞生,4.16,0.09,0.38
一般,45.72,0.01,0.37
不断,20.78,0.02,0.37
较大,12.47,0.03,0.37
装备,8.31,0.05,0.37
写,8.31,0.04,0.37
带上,8.31,0.05,0.37
注意,4.16,0.09,0.37
新品,4.16,0.09,0.37
相差,4.16,0.09,0.37
现金,4.16,0.09,0.37
人民,4.16,0.09,0.37
切割,4.16,0.09,0.37
气门,4.16,0.09,0.37
颇,4.16,0.09,0.37
马力,4.16,0.09,0.37
楼,4.16,0.09,0.37
火花塞,4.16,0.09,0.37
顾客,4.16,0.09,0.37
段时间,4.16,0.09,0.37
纯粹,4.16,0.09,0.37
仪表盘,12.47,0.03,0.36
车标,12.47,0.03,0.36
投资,8.31,0.04,0.36
可惜,8.31,0.04,0.36
购置税,8.31,0.04,0.36
租,4.16,0.09,0.36
抓住,4.16,0.09,0.36
中型,4.16,0.09,0.36
质,4.16,0.09,0.36
源自,4.16,0.09,0.36
源,4.16,0.09,0.36
预警,4.16,0.09,0.36
同意,4.16,0.09,0.36
确定,4.16,0.09,0.36
前门,4.16,0.09,0.36
明明,4.16,0.09,0.36
另,4.16,0.09,0.36
两位数,4.16,0.09,0.36
观念,4.16,0.09,0.36
高档,4.16,0.09,0.36
缸体,4.16,0.09,0.36
懂得,4.16,0.09,0.36
推荐,24.94,0.01,0.35
开关,16.63,0.02,0.35
长度,12.47,0.03,0.35
引擎,8.31,0.04,0.35
总裁,4.16,0.08,0.35
这份,4.16,0.08,0.35
运行,4.16,0.08,0.35
有种,4.16,0.08,0.35
一脚,4.16,0.08,0.35
要买车,4.16,0.08,0.35
享版,4.16,0.08,0.35
喜,4.16,0.08,0.35
味,4.16,0.08,0.35
往,4.16,0.08,0.35
网通,4.16,0.08,0.35
通常,4.16,0.08,0.35
挑,4.16,0.08,0.35
讨论,4.16,0.08,0.35
态势,4.16,0.08,0.35
手头,4.16,0.08,0.35
时机,4.16,0.08,0.35
上述,4.16,0.08,0.35
如下,4.16,0.08,0.35
然,4.16,0.08,0.35
亲戚,4.16,0.08,0.35
旁,4.16,0.08,0.35
偶然,4.16,0.08,0.35
拿出,4.16,0.08,0.35
梁,4.16,0.08,0.35
老人,4.16,0.08,0.35
块钱,4.16,0.08,0.35
精,4.16,0.08,0.35
今年年初,4.16,0.08,0.35
后背,4.16,0.08,0.35
国道,4.16,0.08,0.35
个油,4.16,0.08,0.35
放假,4.16,0.08,0.35
丹拿,4.16,0.08,0.35
打破,4.16,0.08,0.35
此处,4.16,0.08,0.35
常,4.16,0.08,0.35
不妨,4.16,0.08,0.35
表达,4.16,0.08,0.35
帮忙,4.16,0.08,0.35
半月,4.16,0.08,0.35
百,4.16,0.08,0.35
呢,54.03,0.01,0.34
主,12.47,0.03,0.34
所谓,12.47,0.03,0.34
领域,12.47,0.03,0.34
韩国,12.47,0.03,0.34
查,12.47,0.03,0.34
比起,12.47,0.03,0.34
租车,8.31,0.04,0.34
长途,8.31,0.04,0.34
显示屏,8.31,0.04,0.34
为何,8.31,0.04,0.34
摄像头,8.31,0.04,0.34
粉丝,8.31,0.04,0.34
东南,8.31,0.04,0.34
不敢,8.31,0.04,0.34
子公司,4.16,0.08,0.34
赚,4.16,0.08,0.34
专车,4.16,0.08,0.34
小编,4.16,0.08,0.34
忘,4.16,0.08,0.34
晚上,4.16,0.08,0.34
完整,4.16,0.08,0.34
提出,4.16,0.08,0.34
汽油机,4.16,0.08,0.34
留,4.16,0.08,0.34
兰州,4.16,0.08,0.34
控制系统,4.16,0.08,0.34
喊,4.16,0.08,0.34
观察,4.16,0.08,0.34
工程,4.16,0.08,0.34
份额,4.16,0.08,0.34
而来,4.16,0.08,0.34
不了,16.63,0.02,0.33
白色,16.63,0.02,0.33
正好,4.16,0.08,0.33
心目,4.16,0.08,0.33
特别版,4.16,0.08,0.33
记者,4.16,0.08,0.33
此前,4.16,0.08,0.33
只,49.88,0.01,0.32
少,20.78,0.02,0.32
相,8.31,0.04,0.32
启停,8.31,0.04,0.32
皮卡,8.31,0.04,0.32
行人,8.31,0.04,0.32
电机,8.31,0.04,0.32
合适,4.16,0.08,0.32
奥运会,4.16,0.08,0.32
经典,37.41,0.01,0.31
紧凑型,20.78,0.02,0.31
宣传,8.31,0.04,0.31
讲,8.31,0.04,0.31
最多,4.16,0.08,0.31
嘴,4.16,0.08,0.31
走过,4.16,0.08,0.31
专家,4.16,0.08,0.31
长期,4.16,0.08,0.31
天天,4.16,0.08,0.31
仍,4.16,0.07,0.31
没法,4.16,0.08,0.31
居家,4.16,0.08,0.31
节奏,4.16,0.08,0.31
工业,4.16,0.07,0.31
敢,4.16,0.08,0.31
大排量,4.16,0.08,0.31
窗玻璃,4.16,0.08,0.31
出租车,4.16,0.07,0.31
彩色,4.16,0.08,0.31
不止,4.16,0.08,0.31
改款,33.25,0.01,0.3
显示,29.1,0.01,0.3
此次,20.78,0.01,0.3
分,16.63,0.02,0.3
逐渐,12.47,0.02,0.3
湿式,8.31,0.04,0.3
远程,4.16,0.07,0.3
文章,4.16,0.07,0.3
属,4.16,0.07,0.3
清洗,4.16,0.07,0.3
行程,4.16,0.07,0.3
堵车,4.16,0.07,0.3
车轮,4.16,0.07,0.3
车道,4.16,0.07,0.3
参数,4.16,0.07,0.3
保险,4.16,0.07,0.3
同事,20.78,0.01,0.29
中规中矩,4.16,0.07,0.29
王,4.16,0.07,0.29
定速巡航,4.16,0.07,0.29
知道,49.88,0.01,0.28
黑,20.78,0.01,0.28
旅行车,12.47,0.02,0.28
款,12.47,0.02,0.28
发,4.16,0.07,0.28
有人,24.94,0.01,0.27
一键,20.78,0.01,0.27
货车,12.47,0.02,0.27
稍微,8.31,0.03,0.27
区间,8.31,0.03,0.27
避震,8.31,0.03,0.27
间,4.16,0.07,0.27
灯,29.1,0.01,0.26
手,16.63,0.02,0.26
下面,12.47,0.02,0.26
稍,12.47,0.02,0.26
旅行,12.47,0.02,0.26
本月,8.31,0.03,0.26
爸,8.31,0.03,0.26
之,4.16,0.06,0.26
兄弟,4.16,0.06,0.26
套件,4.16,0.06,0.26
身份,4.16,0.06,0.26
零部件,4.16,0.06,0.26
然后,33.25,0.01,0.25
今天,29.1,0.01,0.25
国际,12.47,0.02,0.25
坐姿,4.16,0.06,0.25
终端,4.16,0.06,0.25
要么,4.16,0.06,0.25
项,4.16,0.06,0.25
力度,4.16,0.06,0.25
个性化,4.16,0.06,0.25
面板,8.31,0.03,0.24
本身,8.31,0.03,0.24
所在,4.16,0.06,0.24
节油,4.16,0.06,0.24
电,4.16,0.06,0.24
包,4.16,0.06,0.24
网上,20.78,0.01,0.23
小车,16.63,0.01,0.23
网,12.47,0.02,0.23
久,12.47,0.02,0.23
竞争,12.47,0.02,0.23
最低,8.31,0.03,0.23
当年,8.31,0.03,0.23
是不是,16.63,0.01,0.22
豪华版,12.47,0.02,0.22
星,8.31,0.03,0.22
入门,8.31,0.03,0.22
两厢车,8.31,0.03,0.22
解释,8.31,0.03,0.22
非,8.31,0.03,0.22
常规,8.31,0.03,0.22
只不过,4.16,0.05,0.22
西安,4.16,0.05,0.22
维持,4.16,0.05,0.22
团队,4.16,0.05,0.22
释放,4.16,0.05,0.22
起步价,4.16,0.05,0.22
弥补,4.16,0.05,0.22
每年,4.16,0.05,0.22
貌似,4.16,0.05,0.22
接触,4.16,0.05,0.22
或者说,4.16,0.05,0.22
跟着,4.16,0.05,0.22
单独,4.16,0.05,0.22
代,4.16,0.05,0.22
打电话,4.16,0.05,0.22
不见,4.16,0.05,0.22
改,20.78,0.01,0.21
自,12.47,0.02,0.21
前方,8.31,0.03,0.21
那里,8.31,0.03,0.21
看见,8.31,0.03,0.21
组织,4.16,0.05,0.21
之外,4.16,0.05,0.21
着实,4.16,0.05,0.21
迎宾,4.16,0.05,0.21
维修保养,4.16,0.05,0.21
外壳,4.16,0.05,0.21
头,4.16,0.05,0.21
统计,4.16,0.05,0.21
同学,4.16,0.05,0.21
同为,4.16,0.05,0.21
上网,4.16,0.05,0.21
陕西,4.16,0.05,0.21
美丽,4.16,0.05,0.21
迈,4.16,0.05,0.21
买辆,4.16,0.05,0.21
壳,4.16,0.05,0.21
黄色,4.16,0.05,0.21
红,4.16,0.05,0.21
毫无疑问,4.16,0.05,0.21
光环,4.16,0.05,0.21
关注度,4.16,0.05,0.21
堵,4.16,0.05,0.21
丢,4.16,0.05,0.21
本地,4.16,0.05,0.21
周末,4.16,0.05,0.2
应,4.16,0.05,0.2
音响系统,4.16,0.05,0.2
一向,4.16,0.05,0.2
速手,4.16,0.05,0.2
深圳,4.16,0.05,0.2
设计师,4.16,0.05,0.2
认证,4.16,0.05,0.2
牛,4.16,0.05,0.2
巨大,4.16,0.05,0.2
份,4.16,0.05,0.2
大小,4.16,0.05,0.2
由于,37.41,0.01,0.19
这次,20.78,0.01,0.19
换代,20.78,0.01,0.19
代表,20.78,0.01,0.19
或许,12.47,0.02,0.19
想到,8.31,0.02,0.19
线,4.16,0.05,0.19
离合器,4.16,0.05,0.19
初,4.16,0.05,0.19
提,29.1,0.01,0.18
中间,12.47,0.01,0.18
赛车,12.47,0.01,0.18
具体,12.47,0.01,0.18
照片,8.31,0.02,0.18
销,4.16,0.04,0.18
消费,4.16,0.04,0.18
屏,4.16,0.04,0.18
流行,4.16,0.04,0.18
浪漫,4.16,0.04,0.18
竞品,4.16,0.04,0.18
经,4.16,0.04,0.18
变成,4.16,0.04,0.18
背后,4.16,0.04,0.18
一致,8.31,0.02,0.17
液晶,8.31,0.02,0.17
新手,8.31,0.02,0.17
投入,8.31,0.02,0.17
手刹,8.31,0.02,0.17
面对,8.31,0.02,0.17
领导,8.31,0.02,0.17
才能,8.31,0.02,0.17
白,8.31,0.02,0.17
四驱,4.16,0.04,0.17
群体,4.16,0.04,0.17
两者,4.16,0.04,0.17
记忆,4.16,0.04,0.17
标,4.16,0.04,0.17
起,29.1,0.01,0.16
该,29.1,0.01,0.16
于是,20.78,0.01,0.16
啥,16.63,0.01,0.16
小时,12.47,0.01,0.16
纠结,12.47,0.01,0.16
高于,8.31,0.02,0.16
运动版,16.63,0.01,0.15
显然,12.47,0.01,0.15
告诉,12.47,0.01,0.15
直到,8.31,0.02,0.15
没想到,8.31,0.02,0.15
而是,8.31,0.02,0.15
不再,8.31,0.02,0.15
小伙伴,4.16,0.04,0.15
牌照,4.16,0.04,0.15
进口车,4.16,0.04,0.15
金,4.16,0.04,0.15
回馈,4.16,0.04,0.15
安装,20.78,0.01,0.14
车上,16.63,0.01,0.14
蓝,8.31,0.02,0.14
正面,4.16,0.03,0.14
现有,4.16,0.03,0.14
太平洋,4.16,0.03,0.14
偏离,4.16,0.03,0.14
记录,4.16,0.03,0.14
转速,16.63,0.01,0.13
结果,16.63,0.01,0.13
企业,12.47,0.01,0.13
味道,8.31,0.02,0.13
全车,8.31,0.02,0.13
降价,8.31,0.02,0.13
好好,8.31,0.02,0.13
昨天,4.16,0.03,0.13
驻车,4.16,0.03,0.13
终究,4.16,0.03,0.13
制作,4.16,0.03,0.13
之类,4.16,0.03,0.13
在意,4.16,0.03,0.13
拥挤,4.16,0.03,0.13
也就是说,4.16,0.03,0.13
心理,4.16,0.03,0.13
相近,4.16,0.03,0.13
喜好,4.16,0.03,0.13
舞台,4.16,0.03,0.13
玩具,4.16,0.03,0.13
同等,4.16,0.03,0.13
市场竞争,4.16,0.03,0.13
市,4.16,0.03,0.13
时光,4.16,0.03,0.13
商务车,4.16,0.03,0.13
热情,4.16,0.03,0.13
前驱,4.16,0.03,0.13
品牌形象,4.16,0.03,0.13
女,4.16,0.03,0.13
莫,4.16,0.03,0.13
名,4.16,0.03,0.13
秒,4.16,0.03,0.13
另一方面,4.16,0.03,0.13
来回,4.16,0.03,0.13
夸张,4.16,0.03,0.13
酷,4.16,0.03,0.13
开门,4.16,0.03,0.13
回来,4.16,0.03,0.13
厚,4.16,0.03,0.13
供应商,4.16,0.03,0.13
高配,4.16,0.03,0.13
高点,4.16,0.03,0.13
放大,4.16,0.03,0.13
发动机盖,4.16,0.03,0.13
订车,4.16,0.03,0.13
典型,4.16,0.03,0.13
单一,4.16,0.03,0.13
称为,4.16,0.03,0.13
不及,4.16,0.03,0.13
摆,4.16,0.03,0.13
自动挡,16.63,0.01,0.12
那些,16.63,0.01,0.12
总是,4.16,0.03,0.12
自驾游,4.16,0.03,0.12
专门,4.16,0.03,0.12
重,4.16,0.03,0.12
征战,4.16,0.03,0.12
暂时,4.16,0.03,0.12
相当于,4.16,0.03,0.12
土豪,4.16,0.03,0.12
停放,4.16,0.03,0.12
三缸,4.16,0.03,0.12
轻轻,4.16,0.03,0.12
两辆车,4.16,0.03,0.12
开出,4.16,0.03,0.12
还行,4.16,0.03,0.12
固定,4.16,0.03,0.12
方法,4.16,0.03,0.12
二代,4.16,0.03,0.12
低于,4.16,0.03,0.12
除此之外,4.16,0.03,0.12
卖,20.78,0.01,0.11
营销,12.47,0.01,0.11
看车,12.47,0.01,0.11
扭力,4.16,0.03,0.11
不仅仅,4.16,0.03,0.11
咨询,8.31,0.01,0.1
豪华车,8.31,0.01,0.1
男,4.16,0.02,0.1
发表,4.16,0.02,0.1
德国,16.63,0.01,0.09
即,12.47,0.01,0.09
编,12.47,0.01,0.09
两厢,8.31,0.01,0.09
车系,8.31,0.01,0.09
运动型,4.16,0.02,0.09
与其,4.16,0.02,0.09
应急,4.16,0.02,0.09
音量,4.16,0.02,0.09
一边,4.16,0.02,0.09
业绩,4.16,0.02,0.09
下一代,4.16,0.02,0.09
收到,4.16,0.02,0.09
上牌,4.16,0.02,0.09
三厢车,4.16,0.02,0.09
前不久,4.16,0.02,0.09
拿到,4.16,0.02,0.09
萌,4.16,0.02,0.09
没事,4.16,0.02,0.09
买菜,4.16,0.02,0.09
经济型,4.16,0.02,0.09
交流,4.16,0.02,0.09
机,4.16,0.02,0.09
回到,4.16,0.02,0.09
低配,4.16,0.02,0.09
灯厂,4.16,0.02,0.09
得知,4.16,0.02,0.09
车重,4.16,0.02,0.09
车价,4.16,0.02,0.09
不久前,4.16,0.02,0.09
本文,4.16,0.02,0.09
预算,12.47,0.01,0.08
话,12.47,0.01,0.08
孩子,12.47,0.01,0.08
字,8.31,0.01,0.08
面包车,8.31,0.01,0.08
刚好,8.31,0.01,0.08
概念,8.31,0.01,0.08
成本,8.31,0.01,0.08
超级,8.31,0.01,0.08
制造商,4.16,0.02,0.08
掌握,4.16,0.02,0.08
一侧,4.16,0.02,0.08
想法,4.16,0.02,0.08
上个月,4.16,0.02,0.08
零件,4.16,0.02,0.08
君,4.16,0.02,0.08
渐渐,4.16,0.02,0.08
灰,4.16,0.02,0.08
高功率,4.16,0.02,0.08
如今,12.47,0.01,0.07
早,8.31,0.01,0.07
最初,4.16,0.02,0.07
专用,4.16,0.02,0.07
主力,4.16,0.02,0.07
贴,4.16,0.02,0.07
日子,4.16,0.02,0.07
苹果,4.16,0.02,0.07
两厢版,4.16,0.02,0.07
连接,4.16,0.02,0.07
交付,4.16,0.02,0.07
行灯,4.16,0.02,0.07
公路,4.16,0.02,0.07
阳光,8.31,0.01,0.06
每天,8.31,0.01,0.06
风尚,8.31,0.01,0.06
总部,4.16,0.02,0.06
资源,4.16,0.02,0.06
资金,4.16,0.01,0.06
撞击,4.16,0.02,0.06
御,4.16,0.01,0.06
英雄,4.16,0.01,0.06
兴趣,4.16,0.01,0.06
信号,4.16,0.01,0.06
掀起,4.16,0.02,0.06
下去,4.16,0.01,0.06
顺便,4.16,0.01,0.06
伤害,4.16,0.02,0.06
抛开,4.16,0.01,0.06
胖子,4.16,0.02,0.06
轮子,4.16,0.02,0.06
流程,4.16,0.02,0.06
例,4.16,0.01,0.06
浪费,4.16,0.02,0.06
开开,4.16,0.01,0.06
横置,4.16,0.02,0.06
行动,4.16,0.02,0.06
过,4.16,0.01,0.06
功放,4.16,0.01,0.06
干,4.16,0.01,0.06
感应,4.16,0.02,0.06
多媒体系统,4.16,0.02,0.06
电影,4.16,0.01,0.06
单位,4.16,0.02,0.06
措施,4.16,0.02,0.06
刹,4.16,0.01,0.06
采访,4.16,0.01,0.06
榜单,4.16,0.02,0.06
伴随,4.16,0.02,0.06
新闻,8.31,0.01,0.05
网友,8.31,0.01,0.05
台车,8.31,0.01,0.05
近期,8.31,0.01,0.05
按钮,8.31,0.01,0.05
愿意,4.16,0.01,0.05
模仿,4.16,0.01,0.05
路段,4.16,0.01,0.05
集中,4.16,0.01,0.05
部,4.16,0.01,0.05
并未,4.16,0.01,0.05
指导,4.16,0.01,0.04
阵容,4.16,0.01,0.04
咱们,4.16,0.01,0.04
遗憾,4.16,0.01,0.04
小排量,4.16,0.01,0.04
弱,4.16,0.01,0.04
